ranking,Korean_word,etymology,Japanese_meaning,memo,part_of_speech,hint,grade
1113,취하다01,,,,동,取-,B
2225,취하다03,,,,동,醉-,B
922,층02,,,,명,層,A
8960,치과,,,,명,齒科,B
366,치다02,,打つ,,동,얼굴을 ~,A
1542,치료,,,,명,治療,B
3718,치료하다,,,,동,治療-,B
2457,치마01,,,,명,,A
7649,치약,,,,명,齒藥,A
3134,치우다01,,,,동,,B
2035,치즈,,,,명,cheese,B
147,친구02,,友達,,명,親舊,A
6318,친절,,,,명,親切,B
3894,친절하다,,,,형,親切-,A
2458,친척,,,,명,親戚,B
3209,친하다,,,,형,親-,B
14947,칠01,,,,수,七,A
19607,칠십,,,,수,七十,A
1404,칠월,,,,명,七月,A
10833,칠판,,,,명,漆板,A
1670,침대02,,,,명,寢臺,A
6319,침실,,,,명,寢室,B
8589,칫솔,,,,명,齒-,A
2947,칭찬,,,,명,稱讚,B
2184,카드,,,,명,card,A
9816,카레,,,,명,curry,B
2298,카메라,,,,명,camera,A
3895,카운터01,,,,명,계산대,B
2848,카페,,,,명,&프cafe,B
2273,칼01,,,,명,베는 도구,A
,캐나다,,,,고,Canada,A
7134,캠퍼스,,,,명,campus,B
886,커다랗다,,,,형,,B
1510,커지다,,,,동,,B
5987,커튼,,,,명,curtain,B
383,커피,,コーヒー,,명,coffee,A
282,컴퓨터,,コンピューター,,명,computer,A
1414,컵,,,,명,cup,A
2427,켜다01,,,,동,성냥을 ~,A
4314,켜지다,,,,동,,B
1335,코01,,,,명,,A
10292,코끼리,,,,명,,B
2428,코너,,,,명,corner,B
7939,코피01,,,,명,,B
10293,콘서트,,,,명,concert,B
5567,콜라,,,,명,cola,A
2849,콤플렉스,,,,명,complex,B
2226,콩01,,,,명,,B
4027,콩나물,,,,명,,B
1054,크기,,,,명,,B
39,크다01,,大きい,,형,,A
2726,크다01,,,,동,,A
10839,크리스마스,,,,명,Christmas,A
8591,큰길,,,,명,,B
10294,큰소리01,,,,명,,B
2245,큰일01,,,,명,중대한 일,B
1124,키01,,,,명,신장,A
980,키우다,,,,동,,B
9823,킬로,,,,의,kilo,B
2784,킬로그램,,,,의,kilogram,B
1997,킬로미터,,,,의,kilometer,B
260,타다02,,乗る,,동,버스에 ~,A
2613,탑02,,,,명,塔,B
6321,태권도,,,,명,跆拳道,A
741,태도03,,,,명,態度,B
1767,태양02,,,,명,太陽,B
684,태어나다,,生まれる,,동,,A
2910,태우다01,,,,동,쓰레기를 ~,B
4389,태우다02,,,,동,차에 ~,B
4748,태풍,,,,명,颱風,B
1824,택시,,,,명,taxi,A
2727,탤런트,,,,명,talent,B
364,터02,,,,의,,B
7136,터널,,,,명,tunnel,B
2563,터뜨리다,,,,동,,B
8250,터미널,,,,명,terminal,B
3252,턱01,,,,명,신체의 일부,B
3057,털,,,,명,,B
2701,털다,,,,동,,B
5157,테니스,,,,명,tennis,A
8964,테스트,,,,명,test,B
2639,테이블,,,,명,table,A
3093,테이프,,,,명,tape,B
940,텔레비전,,,,명,television,A
4567,토끼,,,,명,,B
1912,토론01,,,,명,討論,B
3505,토마토,,,,명,tomato,B
2327,토요일,,,,명,土曜日,A
1286,톤01,,,,의,ton,B
2814,통10,,,,명,桶,B
7138,통12,,,,의,通,B
904,통신01,,,,명,通信,B
645,통일02,,,,명,統一,B
3611,통장02,,,,명,通帳,B
78,통하다,,,,동,通-,B
5690,퇴근,,,,명,退勤,B
8968,퇴근하다,,,,동,退勤-,B
1145,특별,,,,명,特別,B
1693,특별하다,,,,형,特別-,B
2728,특별히,,,,부,特別-,B
829,특징,,,,명,特徵,B
192,특히,,,,부,特-,B
2948,튼튼하다,,,,형,,B
2122,틀다,,,,동,,B
1837,틀리다01,,,,동,답이 ~,B
1768,틀림없다,,,,형,,B
971,티브이,,,,명,TV,A
9830,티셔츠,,,,명,T-shirts,B
664,팀01,,チーム,,명,team,A
3447,파01,,,,명,식물,B
1998,파도,,,,명,波濤,B
12965,파란색,,,,명,#NAME?,A
3506,파랗다,,,,형,,B
,파리,,,,고,Paris,B
5158,파리01,,,,명,,B
3335,파일03,,,,명,file,B
4849,파티,,,,명,party,A
1146,판단,,,,명,判斷,B
1280,판매,,,,명,販賣,B
3058,판매하다,,,,동,販賣-,B
957,팔01,,,,명,신체의 일부,A
16291,팔03,,,,수,八,A
657,팔다,,売る,,동,,A
3253,팔리다,,,,동,,B
29719,팔십,,,,수,八十,A
1527,팔월,,,,명,八月,A
5301,패션01,,,,명,fashion,B
4317,팩03,,,,명,pack,B
5992,팬01,,,,명,애호가,B
2816,팬03,,,,명,pan,B
7407,팬티,,,,명,panties,B
124,퍼센트,,パーセント,,의,percent,A
916,펴다,,,,동,,B
942,편09,,,,의,篇,B
2300,편리하다,,,,형,便利-,B
2397,편안하다01,,,,형,便安-,B
952,편지02,,,,명,便紙,A
1449,편하다,,,,형,便-,B
7409,편히,,,,부,便-,B
2169,펼쳐지다,,,,동,,B
2785,평범하다,,,,형,平凡-,B
2185,평생,,,,명,平生,B
1469,평소,,,,명,平素,B
10314,평일,,,,명,平日,B
1373,평화02,,,,명,平和,B
1501,포기하다01,,,,동,抛棄-,B
8603,포도06,,,,명,葡萄,A
4170,포도주,,,,명,葡萄酒,B
5159,포스터01,,,,명,poster,B
4246,포장01,,,,명,包裝,B
2148,포함되다01,,,,동,包含-,B
1128,포함하다02,,,,동,包含-,B
1543,폭06,,,,명,幅,B
2090,표04,,,,명,票,A
4318,표시하다01,,,,동,表示-,B
396,표정03,,,,명,表情,B
524,표현,,,,명,表現,B
730,표현하다,,,,동,表現-,B
1227,푸르다,,,,형,,B
4478,푹01,,,,부,,B
6157,풀01,,,,명,~을 바르다,B
2539,풀02,,,,명,~을 베다,B
558,풀다,,,,동,,B
1737,풀리다,,,,동,,B
2398,풍경01,,,,명,風景,B
,프랑스,,,,고,France,A
1769,프로03,,,,명,professional,B
2786,프로04,,,,명,program,B
356,프로그램,,,,명,program,B
5572,플라스틱,,,,명,plastic,B
1811,피02,,,,명,~를 흘리다,B
2641,피곤하다,,,,형,疲困-,A
1770,피다01,,,,동,꽃이 ~,B
3135,피로02,,,,명,疲勞,B
8981,피로하다02,,,,형,疲勞-,B
1194,피부02,,,,명,皮膚,B
2984,피시03,,,,명,PC,B
4572,피아노01,,,,명,piano,A
1239,피우다01,,,,동,,A
8264,피자,,,,명,&이pizza,A
6159,필름,,,,명,film,B
342,필요,,必要,,명,必要,A
251,필요하다,,必要だ、要る,,형,必要-,A
19748,필통,,,,명,筆筒,B
119,하나,,一つ,,수,,A
242,하나,,一[いち],,명,,A
344,하늘01,,空,,명,,A
2,하다01,,する,,동,,A
7,하다01,,（？）する,,보,,A
361,하루01,,,,명,,B
3898,하숙집,,,,명,下宿-,B
57151,하얀색,,,,명,#NAME?,B
1528,하얗다,,,,형,,B
2753,하여튼,,,,부,何如-,B
467,하지만,,でも、しかし,,부,,A
6928,하품01,,,,명,,B
3255,하하01,,,,부,,B
125,학교,,学校,,명,學校,A
2515,학기02,,,,명,學期,B
512,학년,,学年,,명,學年,A
238,학생,,学生、生徒,,명,學生,A
19755,학생증,,,,명,學生證,B
2564,학습,,,,명,學習,B
3451,학원02,,,,명,學院,B
27,한01,,一つの～,,관,,A
,한강,,,,고,漢江,A
,한국,,,,고,韓國,A
6930,한국말,,,,명,韓國-,A
2642,한국어,,,,명,韓國語,A
8267,한국적,,,,명,韓國的,B
1267,한글01,,,,명,,A
2274,한꺼번에,,,,부,,B
2516,한동안,,,,명,,B
1712,한두,,,,관,,B
9855,한둘,,,,수,,B
,한라산,,,,고,漢拏山,B
382,한번,,一度,,명,#NAME?,A
2614,한복,,,,명,韓服,A
2227,한숨02,,,,명,~을 쉬다,B
2643,한자02,,,,명,漢字,A
5067,한잔,,,,명,#NAME?,B
6507,한잔하다,,,,동,­盞-,B
1511,한쪽,,,,명,,B
1612,한참,,,,명,,B
635,한편,,,,부,#NAME?,B
948,한편,,,,명,#NAME?,B
536,할머니,,おばあさん,,명,,A
682,할아버지,,おじいさん,,명,,A
7958,할인01,,,,명,割引,B
95,함께,,共に,,부,,A
2754,함부로,,,,부,,B
6725,합격,,,,명,合格,B
2817,합치다,,,,동,合-,B
754,항상,,いつも、常に,,부,恒常,A
755,해01,,日[ひ]、太陽,,명,,A
1551,해01,,,,의,,A
1968,해결02,,,,명,解決,B
1147,해결하다,,,,동,解決-,B
2540,해마다,,,,부,,B
2911,해석04,,,,명,解釋,B
1387,해외,,,,명,海外,B
9409,해외여행,,,,명,海外旅行,B
10334,핸드폰,,,,명,hand phone,A
6340,햄버거,,,,명,hamburger,A
4751,햇볕,,,,명,,B
2949,햇빛,,,,명,,B
2489,햇살,,,,명,,B
445,행동,,,,명,行動,B
2429,행동하다,,,,동,行動-,B
1969,행복02,,,,명,幸福,B
1891,행복하다,,,,형,幸福-,B
1138,행사01,,,,명,行事,B
2755,향기01,,,,명,香氣,B
4393,향수04,,,,명,香水,B
419,향하다,,,,동,向-,B
1082,허리01,,,,명,,A
2882,허용하다,,,,동,許容-,B
4956,헌,,,,관,,B
2228,헤어지다,,,,동,,B
2260,혀01,,,,명,,B
4249,현관01,,,,명,玄關,B
2302,현금04,,,,명,現金,B
553,현대01,,,,명,現代,B
411,현재02,,,,부,現在,B
823,현재02,,,,명,現在,B
2756,현지03,,,,명,現地,B
702,형01,,（男性から見た）兄,,명,兄,A
1318,형님,,,,명,兄-,B
3257,형부01,,,,명,兄夫,B
2107,형제01,,,,명,兄弟,B
1544,호14,,,,의,號,A
2150,호랑이,,,,명,虎狼-,B
6166,호선80,,,,의,號線. 1~,B
4252,호수07,,,,명,湖水,B
,호주,,,,고,濠洲,A
2460,호텔,,,,명,hotel,A
936,혹은,,,,부,或-,B
367,혼자01,,一人,,명,,A
8626,홈페이지,,,,명,homepage,B
15078,홍차,,,,명,紅茶,B
1714,화06,,,,명,~를 내다,A
3172,화가03,,,,명,畵家,B
8998,화나다,,,,동,火-,B
2108,화려하다,,,,형,華麗-,B
3340,화분01,,,,명,花盆,B
13987,화요일,,,,명,火曜日,A
1904,화장실,,,,명,化粧室,A
1936,화장품,,,,명,化粧品,B
2674,확대되다02,,,,동,擴大-,B
2261,확대하다02,,,,동,擴大-,B
1561,확실하다,,,,형,確實-,B
2399,확실히,,,,부,確實-,B
2788,확인02,,,,명,確認,B
905,확인하다,,,,동,確認-,B
7153,환갑02,,,,명,還甲,B
281,환경02,,,,명,環境,B
8282,환영02,,,,명,歡迎,B
689,환자03,,患者,,명,患者,A
309,활동02,,,,명,活動,B
2615,활동하다01,,,,동,活動-,B
2304,활발하다,,,,형,活潑-,B
1746,활용하다,,,,동,活用-,B
3022,회복하다,,,,동,回復-,B
389,회사04,,会社,,명,會社,A
3964,회색01,,,,명,灰色,B
1730,회원,,,,명,會員,B
537,회의04,,会議,,명,會議,A
612,회장07,,,,명,會長,B
5700,회화05,,,,명,繪畵,B
8633,횡단보도,,,,명,橫斷步道,B
566,효과01,,,,명,效果,B
149,후08,,後,,명,後,A
2541,후배06,,,,명,後輩,B
2262,후춧가루,,,,명,,B
5166,후회하다,,,,동,後悔-,B
966,훌륭하다,,,,형,,B
642,훨씬,,,,부,,B
2542,휴가01,,,,명,休暇,B
5070,휴일,,,,명,休日,A
6169,휴지02,,,,명,休紙,A
10353,휴지통,,,,명,休紙桶,A
459,흐르다01,,,,동,,B
5845,흐리다02,,,,형,날이 ~,B
1234,흔들다,,,,동,,B
1004,흔히,,,,부,,B
3023,흘러가다,,,,동,,B
2985,흘러나오다,,,,동,,B
1308,흘리다,,,,동,,B
1715,흙01,,,,명,,B
3024,흥미,,,,명,興味,B
1366,희다,,,,형,,B
1529,희망,,,,명,希望,B
1999,흰색,,,,명,#NAME?,A
224,힘01,,力,,명,,A
489,힘들다,,きつい、つらい,,형,,A
